"hs_code","Description"
"2903590090","Other"
"290361","Brominated or iodinated derivatives of acyclic hydrocarbons"
"290361","Methyl bromide (bromomethane)"
"290362","Ethylene dibromide (ISO) (1,2-dibromoethane)"
"290369","Other"
"29036911","Bromides"
"29036911","Dibromomethane"
"29036919","Other"
"2903691920","5-Bromopent-1-ene (CAS RN 1119-51-3)"
"2903691930","1-bromopropane (CAS RN 106-94-5)"
"2903691940","3-(Bromomethyl)pentane (CAS RN 3814-34-4) with a purity by weight of 99 % or more"
"2903691960","1-Bromo-2-methylpropane (CAS RN 78-77-3) with a purity by weight of 99 % or more"
"2903691990","Other"
"29036980","Iodides"
"290371","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens"
"290371","Chlorodifluoromethane (HCFC-22)"
"290372","Dichlorotrifluoroethanes (HCFC-123)"
"2903720010","Dichloro-1,1,1-trifluoroethane (CAS RN 306-83-2) with a purity by weight of 99 % or more"
"2903720090","Other"
"290373","Dichlorofluoroethanes (HCFC-141, 141b)"
"290374","Chlorodifluoroethanes (HCFC-142, 142b)"
"290375","Dichloropentafluoropropanes (HCFC-225, 225ca, 225cb)"
"290376","Bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) and dibromotetrafluoroethanes (Halon-2402)"
"29037610","Bromochlorodifluoromethane (Halon-1211)"
"29037620","Bromotrifluoromethane (Halon-1301)"
"29037690","Dibromotetrafluoroethanes (Halon-2402)"
"290377","Other, perhalogenated only with fluorine and chlorine"
"29037760","Trichlorofluoromethane, dichlorodifluoromethane, trichlorotrifluoroethanes, dichlorotetrafluoroethanes and chloropentafluoroethane"
"2903776010","1,1,1-Trichlorotrifluoroethane (CAS RN 354-58-5)"
"2903776090","Other"
"29037790","Other"
"2903779010","Chlorotrifluoroethylene (CAS RN 79-38-9)"
"2903779015","Pentachlorofluoroethane"
"2903779020","Tetrachlorodifluoroethanes"
"2903779025","Heptachlorofluoropropanes"
"2903779030","Hexachlorodifluoropropanes"
"2903779035","Pentachlorotrifluoropropanes"
"2903779040","Tetrachlorotetrafluoropropanes"
"2903779045","Trichloropentafluoropropanes"
"2903779050","Dichlorohexafluoropropanes"
"2903779055","Chloroheptafluoropropanes"
"2903779060","Chlorotrifluoromethane"
"2903779090","Other"
"290378","Other perhalogenated derivatives"
"2903780010","Octafluoro-1,4-diiodobutane (CAS|RN|375-50-8)"
"2903780020","Trifluoroiodomethane (CAS RN 2314-97-8)"
"2903780090","Other"
"290379","Other"
"29037930","Halogenated only with bromine and chlorine, fluorine and chlorine or with fluorine and bromine"
"2903793010","Trans-1-chloro-3,3,3-trifluoropropene (CAS RN 102687-65-0)"
"2903793020","Bromochloromethane (CAS RN 74-97-5)"
"2903793030","1-Bromo-5-chloropentane (CAS RN 54512-75-3) with a purity by weight of 99 % or more"
"2903793090","Other"
"29037980","Other"
"290381","Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons"
"290381","1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)"
"290382","Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)"
"290383","Mirex (ISO)"
"290389","Other"
"29038910","1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane; tetrabromocyclooctanes"
"29038980","Other"
"2903898020","1,2,5,6,9,10-hexabromocyclodecane (CAS RN 3194-55-6)"
"2903898025","rel-(1R,2R,5S,6R,9R,10S)-1,2,5,6,9,10-hexabromocyclododecane (CAS RN 134237-50-6)"
"2903898030","rel-(1R,2R,5R,6S,9R,10S)-1,2,5,6,9,10-hexabromocyclododecane (CAS RN 134237-51-7)"
"2903898035","rel-(1R,2R,5R,6S,9S,10R)-1,2,5,6,9,10-hexabromocyclododecane (CAS RN 134237-52-8)"
"2903898050","Chlorocyclopentane (CAS RN 930-28-9)"
"2903898060","Octafluorocyclobutane (CAS|RN|115-25-3)"
"2903898090","Other"
"290391","Halogenated derivatives of aromatic hydrocarbons"
"290391","Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene"
"290392","Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane)"
"290393","Pentachlorobenzene (ISO)"
"290394","Hexabromobiphenyls"
"290399","Other"
"29039910","2,3,4,5,6-Pentabromoethylbenzene"
"29039980","Other"
"2903998015","4-Bromo-2-chloro-1-fluorobenzene (CAS RN 60811-21-4)"
"2903998020","1,2-Bis(pentabromophenyl)ethane (CAS RN 84852-53-9)"
"2903998025","2,2'-Dibromobiphenyl (CAS RN 13029-09-9) with a purity by weight of 95 % or more"
"2903998030","1,3-Dichlorobenzene (CAS RN 541-73-1)"
"2903998035","2-Bromo-9,9'-spirobi[9H-fluoren] (CAS RN 171408-76-7) with a purity by weight of 95 % or more"
"2903998040","2,6-Dichlorotoluene (CAS RN 118-69-4), of a purity by weight of 99|% or more and containing:
 
-|0,001|mg/kg or less of tetrachlorodibenzodioxines,
 
-|0,001|mg/kg or less of tetrachlorodibenzofurans,
 
-|0,2|mg/kg or less of tetrachlorobiphenyls
"
"2903998045","1-Bromo-4-(trans-4-propylcyclohexyl)benzene (CAS RN 86579-53-5) with a purity by weight of 95 % or more"
"2903998050","Fluorobenzene (CAS RN|462-06-6)"
"2903998055","1-Bromo-4-(trans-4-ethylcyclohexyl)benzene (CAS RN 91538-82-8) with a purity by weight of 95 % or more"
"2903998060","1,1'-methanediylbis(4-fluorobenzene) (CAS|RN|457-68-1)"
"2903998065","2,6-Difluorobenzyl bromide (CAS RN 85118-00-9) with a purity by weight of 97 % or more"
"2903998070","1-[Chloro(phenyl)methyl]-2-methylbenzene (CAS RN 41870-52-4) with a purity by weight of 99 % or more"
"2903998075","3-Chloro-alpha,alpha,alpha-trifluorotoluene (CAS RN 98-15-7)"
"2903998080","1-Bromo-3,4,5-trifluorobenzene (CAS RN 138526-69-9)"
"2903998090","Other"
"2904","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"
"290410","Derivatives containing only sulpho groups, their salts and ethyl esters"
"2904100030","Sodium p-styrenesulphonate (CAS RN 2695-37-6)"
"2904100050","Sodium 2-methylprop-2-ene-1-sulphonate (CAS RN 1561-92-8)"
"2904100090","Other"
"290420","Derivatives containing only nitro or only nitroso groups"
"2904200010","Nitromethane (CAS RN 75-52-5)"
"2904200020","Nitroethane (CAS RN 79-24-3)"
"2904200030","1-Nitropropane (CAS RN 108-03-2)"
"2904200040","2-Nitropropane (CAS RN 79-46-9)"
"2904200050","2,4-dinitrotoluene (2,4-DNT) (CAS RN 121-14-2)"
"2904200060","5-tert-butyl-2,4,6-trinitro-m-xylene (Musk xylene) (CAS RN 81-15-2)"
"2904200090","Other"
"290431","Perfluorooctane sulphonic acid, its salts and perfluorooctane sulphonyl fluoride"
"290431","Perfluorooctane sulphonic acid"
"290432","Ammonium perfluorooctane sulphonate"
"290433","Lithium perfluorooctane sulphonate"
"290434","Potassium perfluorooctane sulphonate"
"290435","Other salts of perfluorooctane sulphonic acid"
"290436","Perfluorooctane sulphonyl fluoride"
"290491","Other"
"290491","Trichloronitromethane (chloropicrin)"
"290499","Other"
"2904990020","1-Chloro-2,4-dinitrobenzene (CAS RN 97-00-7)"
"2904990025","Difluoromethanesulphonyl chloride (CAS RN 1512-30-7)"
"2904990030","Tosyl chloride (CAS RN 98-59-9)"
"2904990035","1-Fluoro-4-nitrobenzene (CAS RN 350-46-9)"
"2904990040","4-Chlorobenzenesulphonyl chloride (CAS RN 98-60-2)"
"2904990045","2-Nitrobenzenesulfonyl Chloride (CAS|RN|1694-92-4)"
"2904990050","Ethanesulphonyl chloride (CAS RN 594-44-5)"
"2904990055","2,4-dichloro-1,3-dinitro-5-(trifluoromethyl)benzene (CAS RN 29091-09-6) with a purity by weight of 96 % or more"
"2904990060","4,4'-Dinitrostilbene-2,2'-disulfonic acid (CAS RN 128-42-7)"
"2904990065","4-Nitrotoluene-2-sulphonic acid (CAS RN 121-03-9) in powder form, with a purity by weight of 80 % or more and a content of water by weight of 15 % or more"
"2904990070","1-Chloro-4-nitrobenzene (CAS RN 100-00-5)"
"2904990080","1-Chloro-2-nitrobenzene (CAS RN 88-73-3)"
"2904990090","Other"
"2905","II. ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES"
"2905","Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"290511","Saturated monohydric alcohols"
"290511","Methanol (methyl alcohol)"
"2905110010","Methanol (CAS RN 67-56-1) with a purity of 99,85 % by weight or more "
"2905110090","Other"
"290512","Propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)"
"2905120010","Propan-1-ol (propyl alcohol) (CAS RN 71-23-8)"
"2905120090","Other"
"290513","Butan-1-ol (n-butyl alcohol)"
"290514","Other butanols"
"29051410","2-Methylpropan-2-ol (tert-butyl alcohol)"
"29051490","Other"
"290516","Octanol (octyl alcohol) and isomers thereof"
"29051620","Octan-2-ol"
"29051685","Other"
"290517","Dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)"
"290519","Other"
"2905190011","Metal alcoholates"
"2905190011","Potassium tert-butanolate (CAS RN 865-47-4), whether or not in the form of a solution in tetrahydrofuran according to note 1e) to Chapter 29|of the CN"
"2905190019","Other"
"2905190020","Butyltitanate monohydrate, homopolymer (CAS RN162303-51-7)"
"2905190025","Tetra-(2-ethylhexyl) titanate (CAS RN 1070-10-6)"
"2905190030","2,6-Dimethylheptan-4-ol (CAS RN 108-82-7)"
"2905190040","2,6-Dimethylheptan-2-ol (CAS RN 13254-34-7)"
"2905190070","Titanium tetrabutanolate (CAS RN 5593-70-4)"
"2905190080","Titanium tetraisopropoxide (CAS RN 546-68-9)"
"2905190085","Titanium tetraethanolate (CAS RN 3087-36-3)"
"2905190098","Other"
"290522","Unsaturated monohydric alcohols"
"290522","Acyclic terpene alcohols"
"2905220010","Linalool (CAS RN 78-70-6) containing by weight 90,7 % or more of (3R)-(-)-Linalool (CAS RN 126-91-0)"
"2905220020","3,7-Dimethyloct-6-en-1-ol (CAS RN 106-22-9)"
"2905220090","Other"
"290529","Other"
"29052910","Allyl alcohol"
"29052990","Other"
"2905299010","Cis-hex-3-en-1-ol (CAS|RN|928-96-1)"
"2905299090","Other"
"290531","Diols"
"290531","Ethylene glycol (ethanediol)"
"2905310010","Mono ethylene glycol (current EC-number 203-473-3)"
"2905310090","Other"
"290532","Propylene glycol (propane-1,2-diol)"
"2905320020","(2S)-propane-1,2-diol (CAS RN 4254-15-3) with a purity by weight of 98 % or more"
"2905320090","Other"
"290539","Other"
"29053920","Butane-1,3-diol"
"29053926","Butane-1,4-diol"
"29053926","Butane-1,4-diol or tetramethylene glycol (1,4-butanediol) having a bio-based carbon content of 100|% by mass"
"29053928","Other"
"29053930","2,4,7,9-Tetramethyldec-5-yne-4,7-diol"
"29053995","Other"
"2905399520","Butane-1,2-diol (CAS RN 584-03-2) (CAS RN 584-03-2)"
"2905399530","2,4,7,9-Tetramethyl-4,7-decanediol (CAS RN 17913-76-7)"
"2905399540","Decane-1,10-diol|(CAS RN 112-47-0)"
"2905399550","2-Methyl-2-propylpropane-1,3-diol (CAS RN 78-26-2)"
"2905399560","Dodecane-1,12-diol (CAS RN 5675-51-4)"
"2905399570","2-methylpropane-1,3-diol (CAS RN 2163-42-0) with a purity by weight of 98 % or more"
"2905399590","Other"
"290541","Other polyhydric alcohols"
"290541","2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trimethylolpropane)"
"290542","Pentaerythritol"
"290543","Mannitol"
"290544","D-glucitol (sorbitol)"
"29054411","In aqueous solution"
"29054411","Containing 2|% or less by weight of D-mannitol, calculated on the D-glucitol content"
"29054419","Other"
"29054491","Other"
"29054491","Containing 2|% or less by weight of D-mannitol, calculated on the D-glucitol content"
"29054499","Other"
"290545","Glycerol"
"290549","Other"
"290551","Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols"
"290551","Ethchlorvynol (INN)"
"290559","Other"
"29055991","2,2-Bis(bromomethyl)propanediol"
"29055998","Other"
"2905599820","2,2,2-Trifluoroethanol (CAS RN 75-89-8)"
"2905599890","Other"
"2906","Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"290611","Cyclanic, cyclenic or cycloterpenic"
"290611","Menthol"
"290612","Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols"
"290613","Sterols and inositols"
"29061310","Sterols"
"29061390","Inositols"
"290619","Other"
"2906190010","Cyclohex-1,4-ylenedimethanol (CAS RN 105-08-8)"
"2906190020","4,4'-Isopropylidenedicyclohexanol (CAS RN 80-04-6)"
"2906190040","Cyclopropylmethanol (CAS RN 2516-33-8)"
"2906190050","4-tert-Butylcyclohexanol (CAS RN 98-52-2)"
"2906190060","5-Methyl-2-(prop-1-en-2-yl)cyclohexanol, mixture of isomers (CAS RN 7786-67-6) with a purity by weight of 90 % or more"
"2906190090","Other"
"290621","Aromatic"
"290621","Benzyl alcohol"
"290629","Other"
"2906290020","1-Hydroxymethyl-4-methyl-2,3,5,6-tetrafluorobenzene (CAS RN 79538-03-7)"
"2906290030","2-Phenylethanol (CAS RN 60-12-8)"
"2906290040","2-Bromo-5-iodo-benzenemethanol (CAS|RN|946525-30-0)"
"2906290050","2,2'-(m-phenylene)dipropan-2-ol (CAS|RN|1999-85-5)"
"2906290060","3-[3-(Trifluoromethyl)phenyl]propan-1-ol (CAS RN 78573-45-2)"
"2906290070","1,2,3,4-Tetrahydro-1-naphthol (CAS RN 529-33-9) with a purity by weight of 95 % or more"
"2906290090","Other"
"2907","III. PHENOLS, PHENOL-ALCOHOLS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES"
"2907","Phenols; phenol-alcohols"
"290711","Monophenols"
"290711","Phenol (hydroxybenzene) and its salts"
"290712","Cresols and their salts"
"2907120010","O-Cresol (CAS RN 95-48-7) having a purity of not less than 98,5% by weight"
"2907120020","Mixture of meta-cresol (CAS RN 108-39-4) and para-cresol (CAS RN 106-44-5) with a purity by weight of 99 % or more"
"2907120030","p-Cresol (CAS RN 106-44-5)"
"2907120090","Other"
"290713","Octylphenol, nonylphenol and their isomers; salts thereof"
"290715","Naphthols and their salts"
"29071510","1-Naphthol"
"29071590","Other"
"2907159010","2-Naphthol|(CAS RN 135-19-3)"
"2907159090","Other"
"290719","Other"
"29071910","Xylenols and their salts"
"2907191010","2,6-Xylenol (CAS RN 576-26-1)"
"2907191090","Other"
"29071990","Other"
"2907199020","Biphenyl-4-ol (CAS RN 92-69-3)"
"2907199030","2-methyl-5-(propan-2-yl)phenol (CAS RN 499-75-2)"
"2907199090","Other"
"290721","Polyphenols; phenol-alcohols"
"290721","Resorcinol and its salts"
"2907210010","Resorcinol (CAS RN 108-46-3)"
"2907210090","Other"
"290722","Hydroquinone (quinol) and its salts"
"2907220010","Hydroquinone (quinol)"
"2907220090","Other"
"290723","4,4′-Isopropylidenediphenol (bisphenol|A, diphenylolpropane) and its salts"
"290729","Other"
"2907290015","6,6'-Di-tert-butyl-4,4'-butylidenedi-m-cresol (CAS RN 85-60-9)"
"2907290020","4,4'-(3,3,5-Trimethylcyclohexylidene)diphenol|(CAS RN 129188-99-4)"
"2907290025","4-Hydroxybenzyl alcohol (CAS RN 623-05-2)"
"2907290030","4,4',4''-Ethylidynetriphenol (CAS RN 27955-94-8)"
"2907290045","2-Methylhydroquinone (CAS RN 95-71-6)"
"2907290050","6,6',6""-Tricyclohexyl-4,4',4""-butane-1,1,3-triyltri(m-cresol)|(CAS RN|111850-25-0)"
"2907290065","2,2'-Methylenebis(6-cyclohexyl-p-cresol) (CAS RN 4066-02-8)"
"2907290070","2,2′,2″,6,6′,6″-Hexa-_tert_-butyl-_α,α′,α″_-(mesitylene-2,4,6-triyl)tri- _p_-cresol (CAS RN 1709-70-2)"
"2907290075","Biphenyl-4,4'-diol (CAS|RN|92-88-6)"
"2907290085","Phloroglucinol whether or not hydrated"
"2907290090","Other"
"2908","Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols"
"290811","Derivatives containing only halogen substituents and their salts"
"290811","Pentachlorophenol (ISO)"
"290819","Other"
"2908190010","Pentafluorophenol (CAS RN 771-61-9)"
"2908190020","4,4'-(Perfluoroisopropylidene)diphenol (CAS RN 1478-61-1)"
"2908190030","4-Chlorophenol (CAS RN 106-48-9)"
"2908190040","3,4,5-Trifluorophenol (CAS RN 99627-05-1)"
"2908190050","4-Fluorophenol (CAS|RN|371-41-5)"
"2908190060","2,2',6,6'-tetrabromo-4,4'-isopropylidenediphenol (CAS RN 79-94-7)"
